Player,teamAbbreviation,GP,MPG,PTS,REB,AST,STL,BLK,TO,FG%,3P%,FT%
Moses_Brown,POR,22,9.1,3.4,3.9,0.3,0.2,0.3,0.5,50.8,0,29
Skylar_Mays,POR,21,17,6.3,1.8,3.6,0.7,0.1,0.9,38.4,28.6,76.5
Ashton_Hagans,POR,19,16.6,4.2,2.4,2.8,0.6,0.5,1.6,40.8,32,82.4
Dalano_Banton,POR,30,29.2,16.7,4.8,3.6,0.9,0.6,2.2,40.8,31.1,78
Ish_Wainright,POR,7,6.6,2.9,1.3,0,0.3,0.1,0.1,33.3,37.5,100
Jamaree_Bouyea,POR,6,9.5,1.7,1.7,1.3,0,0,1.3,23.8,0
Shaedon_Sharpe,POR,32,33.1,15.9,5,2.9,0.9,0.4,2.3,40.6,33.3,82.4
Jabari_Walker,POR,72,23.6,8.9,7.1,1,0.6,0.3,0.9,46,29.5,75.4
Ibou_Badji,POR,22,10.3,1.5,2.3,0.6,0.1,0.9,0.7,63.6,0,50
Justin_Minaya,POR,34,11.2,1.8,1.6,0.6,0.3,0.3,0.3,29.7,24.5,55.6
Kris_Murray,POR,62,21.7,6.1,3.6,1.3,0.9,0.3,0.9,39.5,26.8,66.1
Rayan_Rupert,POR,39,16.2,4,2.4,1.6,0.3,0.1,0.8,33.5,35.9,76
Toumani_Camara,POR,70,24.8,7.5,4.9,1.2,0.9,0.5,1.2,45,33.7,75.8
Scoot_Henderson,POR,62,28.5,14,3.1,5.4,0.8,0.2,3.4,38.5,32.5,81.9
Duop_Reath,POR,68,17.9,9.1,3.7,1,0.5,0.6,0.8,46.1,35.9,74.2
Taze_Moore,POR,4,10,4.5,2,1.3,0.5,0,0.8,42.1,14.3,50
Harrison_Barnes,SAC,82,29,12.2,3,1.2,0.7,0.1,0.7,47.4,38.7,80.1
Alex_Len,SAC,48,9.3,2.5,2.7,1,0.2,0.7,0.6,61.7,0,58.8
JaVale_McGee,SAC,46,7.4,4,2.7,0.4,0.3,0.4,0.7,59.8,14.3,57.8
Trey_Lyles,SAC,58,20,7.2,4.4,1.2,0.3,0.3,0.7,44.5,38.4,70
Domantas_Sabonis,SAC,82,35.7,19.4,13.7,8.2,0.9,0.6,3.3,59.4,37.9,70.4
De'Aaron_Fox,SAC,74,35.9,26.6,4.6,5.6,2,0.4,2.6,46.5,36.9,73.8
Malik_Monk,SAC,72,26,15.4,2.9,5.1,0.6,0.5,2.1,44.3,35,82.9
Sasha_Vezenkov,SAC,42,12.2,5.4,2.3,0.5,0.5,0.2,0.3,44,37.5,80
Kevin_Huerter,SAC,64,24.4,10.2,3.5,2.6,0.7,0.4,0.8,44.3,36.1,76.6
Juan_Toscano-Anderson,SAC,11,4.8,0.6,1.3,0.4,0.1,0.1,0.2,25,25
Mason_Jones,SAC,5,5.6,1.4,1,1,0.2,0,0.4,25,28.6,50
Jordan_Ford,SAC,6,3.7,2,0.3,0.3,0,0,0.2,57.1,66.7,100
Filip_Petrusev,SAC,2,3.5,1.5,0,0,0,0,0,50,0,50
Chris_Duarte,SAC,59,12.2,3.9,1.8,0.7,0.5,0.1,0.4,38.1,34.6,78.8
Davion_Mitchell,SAC,72,15.3,5.3,1.3,1.9,0.2,0,0.6,45.2,36.1,71.4
Kessler_Edwards,SAC,54,5.1,1.7,0.8,0.3,0.2,0.1,0.1,41.5,38.5,55.6
Keon_Ellis,SAC,57,17.2,5.4,2.2,1.5,0.9,0.5,0.6,46.1,41.7,74.3
Keegan_Murray,SAC,77,33.6,15.2,5.5,1.7,1,0.8,0.8,45.4,35.8,83.1
Colby_Jones,SAC,30,6.4,2.1,1.3,0.7,0.2,0.2,0.3,39.4,9.1,54.5
Jalen_Slawson,SAC,12,3.1,0.7,0.6,0.2,0.1,0.1,0.2,66.7,0,0
Doug_McDermott,SAS,46,15.2,6,1,1.2,0.2,0,0.5,44.2,43.9,58.8
Cedi_Osman,SAS,72,17.6,6.8,2.5,1.7,0.5,0.2,0.7,47.9,38.9,67.3
Zach_Collins,SAS,69,22.1,11.2,5.4,2.8,0.5,0.8,1.9,48.4,32,75.3
Devonte'_Graham,SAS,23,13.6,5,1.6,2.1,0.4,0.1,0.7,35.2,30.1,81.3
Keldon_Johnson,SAS,69,29.5,15.7,5.5,2.8,0.7,0.3,1.4,45.4,34.6,79.2
Tre_Jones,SAS,77,27.8,10,3.8,6.2,1,0.1,1.5,50.5,33.5,85.6
Devin_Vassell,SAS,68,33.1,19.5,3.8,4.1,1.1,0.3,1.6,47.2,37.2,80.1
Mamadi_Diakite,SAS,3,5.3,4,1,0.7,0,0.3,0,80,0,66.7
RaiQuan_Gray,SAS,3,13,7.7,2.3,2,0.3,0.3,0.3,58.8,42.9
Sandro_Mamukelashvili,SAS,46,9.8,4.1,3.2,1.1,0.2,0.3,0.4,47.1,29.7,73.5
Charles_Bassey,SAS,19,10.8,3.3,4,1.1,0.4,0.9,0.8,72.5,0,83.3
David_Duke_Jr.,SAS,4,12.8,6.5,2.5,1.3,0.5,0,0.8,55.6,50,100
Julian_Champagnie,SAS,74,19.8,6.8,2.8,1.4,0.6,0.6,0.8,40.8,36.5,81.5
Blake_Wesley,SAS,61,14.4,4.4,1.5,2.7,0.5,0.1,0.9,47.4,21.8,66.7
Dominick_Barlow,SAS,33,12.7,4.4,3.4,1.1,0.4,0.4,0.3,49.6,33.3,69
Jeremy_Sochan,SAS,74,29.6,11.6,6.4,3.4,0.8,0.5,1.9,43.8,30.8,77.1
Malaki_Branham,SAS,75,21.3,9.2,2,2.1,0.4,0.1,1.2,43.2,34.7,87.3
Jamaree_Bouyea,SAS,3,12.7,3.7,3,1,0.3,0,0.3,71.4,100
Victor_Wembanyama,SAS,71,29.7,21.4,10.6,3.9,1.2,3.6,3.7,46.5,32.5,79.6
Sidy_Cissoko,SAS,12,11.8,3.8,1.8,0.8,0.6,0.3,0.3,48.5,8.3,80
Kelly_Olynyk,TOR,28,26.4,12.7,5.6,4.6,1.3,0.6,2.5,54.8,33.8,82.4
Otto_Porter_Jr.,TOR,15,11.6,2.6,1.9,0.5,0.3,0.3,0.1,42.4,34.8,100
Dennis_Schroder,TOR,51,30.6,13.7,2.7,6.1,0.9,0.2,1.6,44.2,35,85.2
Garrett_Temple,TOR,27,10.7,3.3,1.7,1,0.4,0.1,0.5,37.2,30,81.8
Thaddeus_Young,TOR,23,15.2,5,3.3,2.2,0.8,0.1,0.5,62.1,16.7,41.7
Jakob_Poeltl,TOR,50,26.4,11.1,8.6,2.5,0.7,1.5,1.5,65.6,,55.1
Pascal_Siakam,TOR,39,34.7,22.2,6.3,4.9,0.8,0.3,2.1,52.2,31.7,75.8
OG_Anunoby,TOR,27,33.3,15.1,3.9,2.7,1,0.5,1.6,48.9,37.4,71.7
Chris_Boucher,TOR,50,14.1,6.4,4.1,0.5,0.3,0.5,0.6,50.7,33,77.2
Kobi_Simmons,TOR,4,16.8,5,1.8,3,1.5,0.5,0.3,42.9,25,
Gary_Trent_Jr.,TOR,71,28.1,13.7,2.6,1.7,1.1,0.1,0.7,42.6,39.3,77.1
Bruce_Brown,TOR,34,26,9.6,3.8,2.7,0.7,0.3,1.3,48.1,31.7,83.3
RJ_Barrett,TOR,32,33.5,21.8,6.4,4.1,0.6,0.4,2.5,55.3,39.2,62.9
Jalen_McDaniels,TOR,50,10.8,3.4,1.6,0.7,0.4,0.1,0.6,34.4,16.9,73
Jontay_Porter,TOR,26,13.8,4.4,3.2,2.3,0.8,0.8,0.8,38.5,33.3,83.3
Kira_Lewis_Jr.,TOR,1,2,0,0,0,0,0,0,
Malachi_Flynn,TOR,31,15.3,5.1,2.1,2.4,0.6,0.2,1.1,40.9,35,77.3
Precious_Achiuwa,TOR,25,17.5,7.7,5.4,1.8,0.6,0.5,1.2,45.9,27.7,57.1
Jordan_Nwora,TOR,34,15.6,7.9,3.4,1.3,0.6,0.4,1.2,46.5,34.7,83.3
Immanuel_Quickley,TOR,38,33.3,18.6,4.8,6.8,0.9,0.2,1.8,42.2,39.5,84.1
Jahmi'us_Ramsey,TOR,7,17.3,6.7,3.1,1.1,1,0,1,43.9,27.3,83.3
Scottie_Barnes,TOR,60,34.9,19.9,8.2,6.1,1.3,1.5,2.8,47.5,34.1,78.1
D.J._Carton,TOR,4,9,2.8,1,0.8,0.3,0,0.3,37.5,25,80
Javon_Freeman-Liberty,TOR,22,18.3,7,3.2,1.8,0.5,0.2,1.1,44.4,23.8,91.7
Ochai_Agbaji,TOR,27,23.6,6.7,3.3,1.3,0.7,0.6,1.1,39.1,21.7,61.1
Kelly_Olynyk,UTA,50,20.4,8.1,5.1,4.4,0.7,0.2,1.6,56.2,42.9,84.2
Jordan_Clarkson,UTA,55,30.6,17.1,3.4,5,0.6,0.1,2.7,41.3,29.4,88.1
Kris_Dunn,UTA,66,18.9,5.4,2.9,3.8,1,0.4,1.2,47,36.9,68.8
Lauri_Markkanen,UTA,55,33.1,23.2,8.2,2,0.9,0.5,1.4,48,39.9,89.9
John_Collins,UTA,68,28,15.1,8.5,1.1,0.6,0.9,1.4,53.2,37.1,79.5
Collin_Sexton,UTA,78,26.6,18.7,2.6,4.9,0.8,0.2,2.1,48.7,39.4,86.2
Talen_Horton-Tucker,UTA,51,19.8,10.1,2.4,3.5,0.9,0.4,1.3,39.6,33,80.7
Luka_Samanic,UTA,43,9.4,4.1,2.4,0.4,0.1,0.2,0.7,38,20.3,78.6
Darius_Bazley,UTA,6,23.7,8,4.5,0.8,1,1.2,1.2,62.1,25,83.3
Kira_Lewis_Jr.,UTA,12,9.9,3.8,1,1.6,0.3,0.1,0.5,45,15.4,77.8
Omer_Yurtseven,UTA,48,11.4,4.6,4.3,0.6,0.2,0.4,0.8,53.8,20.8,67.9
Jason_Preston,UTA,7,10.1,1.7,2.4,2.3,0.3,0.1,0.3,31.6,0,0
Micah_Potter,UTA,16,11.6,3.3,2.7,0.4,0.3,0.4,0.3,47.5,42.9,75
Ochai_Agbaji,UTA,51,19.7,5.4,2.5,0.9,0.5,0.6,0.7,42.6,33.1,75
Kenneth_Lofton_Jr.,UTA,4,22.8,13.8,5,4.8,0.8,0.5,1.5,60,33.3,81.8
Johnny_Juzang,UTA,20,18.6,7.2,1.8,1.2,0.2,0.1,0.7,46.4,41.6,71.4
Walker_Kessler,UTA,64,23.3,8.1,7.5,0.9,0.5,2.4,1,65.4,21.1,60.2
Simone_Fontecchio,UTA,50,23.2,8.9,3.5,1.5,0.6,0.4,1,45,39.1,80
Keyonte_George,UTA,75,27,13,2.8,4.4,0.5,0.1,2.5,39.1,33.4,84.8
Brice_Sensabaugh,UTA,32,18.3,7.5,3.2,1.7,0.4,0.2,1.5,39,29.6,90.2
Taylor_Hendricks,UTA,40,21.4,7.3,4.6,0.8,0.7,0.7,0.7,45,37.9,79.3
Danilo_Gallinari,WAS,26,14.8,7,2.9,1.2,0.2,0.1,0.5,43.5,31.3,83.9
Mike_Muscala,WAS,24,14.1,4,3.1,0.9,0.2,0.3,0.7,36.7,27.5,75
Delon_Wright,WAS,33,13.8,4.1,1.8,2.5,1.1,0.2,0.3,39.3,36.8,82.8
Tyus_Jones,WAS,66,29.3,12,2.7,7.3,1.1,0.3,1,48.9,41.4,80
Richaun_Holmes,WAS,17,18.7,7.1,6.1,0.6,0.5,0.6,0.7,55.7,33.3,84.6
Kyle_Kuzma,WAS,70,32.6,22.2,6.6,4.2,0.5,0.7,2.7,46.3,33.6,77.5
Marvin_Bagley_III,WAS,24,24,13.3,8.1,1.2,0.6,0.8,1.3,58.1,47.1,70.8
Landry_Shamet,WAS,46,15.8,7.1,1.3,1.2,0.5,0.2,0.7,43.1,33.8,82.6
Hamidou_Diallo,WAS,2,2.5,1,1,0.5,1,0,0.5,50,0,0
Jordan_Poole,WAS,78,30.1,17.4,2.7,4.4,1.1,0.3,2.4,41.3,32.6,87.7
Daniel_Gafford,WAS,45,26.5,10.9,8,1.5,1,2.2,1,69,0,70.6
Deni_Avdija,WAS,75,30.1,14.7,7.2,3.8,0.8,0.5,2.1,50.6,37.4,74
Anthony_Gill,WAS,50,9.3,3.8,1.9,0.7,0.3,0.2,0.5,46.9,24.4,80.6
Jared_Butler,WAS,40,14.2,6.3,1.5,3.2,0.7,0.2,1.3,48.8,30.8,86.1
Corey_Kispert,WAS,80,25.8,13.4,2.8,2,0.5,0.2,1.2,48.6,38.3,72.6
Justin_Champagnie,WAS,15,15.7,5.9,3.5,1.3,0.7,0.6,0.7,41,28.9,80
Eugene_Omoruyi,WAS,43,9.1,4.8,2,0.8,0.6,0.1,0.5,48.5,28.3,65.3
Patrick_Baldwin_Jr.,WAS,38,13,4.4,3.2,0.8,0.5,0.4,0.5,38.1,32,67.9
Ryan_Rollins,WAS,10,6.6,4.1,1.1,1.1,0.8,0.3,0.7,52,66.7,76.5
Johnny_Davis,WAS,50,12.3,3,1.4,0.6,0.4,0.2,0.3,40.3,35,58.3
Jules_Bernard,WAS,19,7.8,3.9,1.4,0.8,0.2,0.1,0.4,45.3,37.9,55.6
Bilal_Coulibaly,WAS,63,27.2,8.4,4.1,1.7,0.9,0.8,1.4,43.5,34.6,70.2
Tristan_Vukcevic,WAS,10,15.3,8.5,3.6,1.3,0.5,0.7,1,43.3,27.8,77.3
Trey_Jemison,WAS,2,0.5,0,0.5,0,0,0,0.5,,0,0
